TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
TAOP;4,61;;-0,06;0,54;0,13;22,34;-109,99;-116,75;-0,06;-0,05;0,01;-0,06;0,07;-0,41;-0,23;0,59;-938,75;-221,33;-902,55;0,24;0,76;1,90;21,60;;;8,55;-80,29;0,00;4.102.900,00
TAP;49,16;2,75;9,59;0,76;0,38;39,00;14,79;9,14;5,92;9,40;3,47;0,44;0,88;-32,87;-0,43;0,89;7,91;3,99;7,00;0,50;0,49;0,44;1,91;35,95;;64,75;5,12;-2,14;9.932.784.055,00
TARA;2,84;;-2,43;0,70;0,65;;;;-2,43;0,31;2,74;-0,78;;0,92;-2,63;18,03;-28,66;-26,94;-28,66;0,94;0,06;0,00;;;;4,11;-1,18;-0,35;110.344.234,00
TARO;42,96;;17,72;0,94;0,76;52,03;16,93;15,96;16,70;8,36;-8,34;-0,47;2,83;1,66;-2,09;3,60;5,32;4,30;4,54;0,81;0,19;0,27;-2,85;-34,51;;45,60;2,42;0,08;1.614.634.416,00
TARS;40,51;;-16,25;4,98;3,41;92,99;-41,02;-44,91;-17,79;-14,29;3,50;-0,98;7,30;4,32;-85,39;5,57;-30,64;-20,96;-23,13;0,68;0,32;0,47;;;;8,15;-2,50;0,16;1.705.776.520,00
TAST;9,54;;-12,96;2,67;0,32;49,03;-1,38;-2,20;-20,69;-36,74;-16,05;2,07;0,28;-4,97;-0,34;0,48;-20,59;-2,46;-6,06;0,12;0,88;1,12;11,51;36,40;;3,57;-0,74;1,29;502.007.202,00
TATT;31,05;;0,06;4,52;2,92;16,95;7,15;4,26;0,03;0,03;0,00;0,11;0,00;6,76;-7,60;3,34;8.095,05;5.223,69;10.105,51;0,65;0,35;1.227,62;8,31;69,17;;6,87;555,83;0,00;339.808.824,00
TAYD;44,10;;16,87;2,39;1,97;46,29;22,69;19,16;14,24;10,60;-3,65;-0,61;3,23;3,14;-10,06;4,57;14,18;11,69;14,18;0,82;0,18;0,61;5,81;28,74;;18,43;2,61;-3,67;138.328.470,00
TBB;22,78;1,46;13,92;1,58;0,41;59,90;19,94;9,60;6,70;13,18;4,87;1,15;1,34;-11,55;-0,45;0,70;11,37;2,97;8,65;0,26;0,73;0,31;-7,56;-4,67;;14,42;1,64;-1,08;203.779.454.304,00
TBBK;60,04;;12,85;3,38;0,30;0,00;39,47;28,45;9,26;0,92;-8,34;-3,04;3,65;;-0,30;;26,31;2,33;27,57;0,09;0,91;0,08;20,11;33,37;;17,76;4,67;1,37;2.803.983.291,00
TBC;24,97;1,41;15,23;1,73;0,45;59,90;19,94;9,60;7,33;13,18;4,87;1,15;1,46;-12,64;-0,49;0,70;11,37;2,97;8,65;0,26;0,73;0,31;-7,56;-4,67;;14,42;1,64;-1,18;203.779.454.304,00
TBI;6,71;;-1,44;0,66;0,29;25,63;-5,77;-9,02;-2,26;-2,65;-0,39;0,11;0,13;1,60;-0,49;1,80;-45,79;-19,99;-38,44;0,44;0,56;2,22;-7,93;;;10,12;-4,63;0,00;199.790.160,00
TBIO;0,30;;-0,01;-0,02;0,02;46,87;-257,73;-267,41;-0,01;0,08;0,09;;0,03;0,36;-0,03;1,23;-167,33;-184,14;164,80;-1,10;0,84;0,69;80,90;;;-15,35;-25,69;0,00;531.870,00
TBK;58,74;;13,29;1,61;0,25;0,00;30,20;21,34;9,39;5,26;-4,13;-0,71;2,84;;-0,25;;12,14;1,92;12,77;0,16;0,84;0,09;24,90;40,41;;36,41;4,42;-2,23;1.437.855.342,00
TBKCP;25,10;;5,68;0,69;0,11;0,00;30,20;21,34;4,01;5,26;-4,13;-0,71;1,21;;-0,11;;12,14;1,92;12,77;0,16;0,84;0,09;24,90;40,41;;36,41;4,42;-0,95;1.437.855.342,00
TBLT;0,76;;-0,02;-0,11;0,02;21,51;-58,67;-60,90;-0,02;-0,01;0,02;;0,01;-0,04;-0,06;0,56;-477,82;-89,69;474,43;-0,19;1,19;1,47;37,91;;;-6,74;-32,19;0,00;1.096.756,00
TBLTW;0,01;;0,00;0,00;0,00;21,51;-58,67;-60,90;0,00;-0,01;0,02;;0,00;0,00;0,00;0,56;-477,82;-89,69;474,43;-0,19;1,19;1,47;37,91;;;-6,74;-32,19;0,00;1.096.756,00
TBNK;8,33;0,36;-15,49;0,27;0,03;0,00;3,35;-5,74;26,54;-228,21;-254,75;-2,57;0,89;;-0,03;;-1,73;-0,20;0,02;0,11;0,89;0,03;-2,12;;;31,06;-0,54;0,08;66.610.012,00
TBPH;11,11;;-9,50;3,34;1,61;100,00;-70,16;-89,38;-12,10;-9,24;2,86;-0,79;8,49;4,66;-2,87;4,77;-35,14;-16,98;-33,60;0,48;0,52;0,19;-2,59;;;3,32;-1,17;-0,31;554.014.404,00
TC;0,77;;-0,15;0,08;0,04;76,15;-31,00;-28,51;-0,14;0,74;0,88;-0,50;0,04;0,28;-0,10;1,36;-52,73;-28,87;-57,73;0,55;0,45;1,01;-40,79;;;9,82;-5,18;0,00;2.379.531,00
TCBI;85,70;;46,12;1,15;0,13;0,00;12,08;4,82;18,40;-17,00;-35,41;-2,21;2,22;;-0,13;;2,49;0,27;4,31;0,11;0,89;0,06;3,85;-24,31;;74,72;1,86;-1,04;3.941.724.958,00
TCBIL;25,02;;13,44;0,33;0,04;0,00;12,08;4,82;5,36;-17,00;-35,41;-2,21;0,65;;-0,04;;2,49;0,27;4,31;0,11;0,89;0,06;3,85;-24,31;;74,72;1,86;-0,30;3.941.724.958,00
TCBIP;24,99;;13,42;0,33;0,04;0,00;12,08;4,82;5,36;-17,00;-35,41;-2,21;0,65;;-0,04;;2,49;0,27;4,31;0,11;0,89;0,06;3,85;-24,31;;74,72;1,86;-0,30;3.941.724.958,00
TCBK;42,87;3,06;12,49;1,13;0,14;0,00;31,76;21,41;8,42;-4,62;-13,05;-1,75;2,67;;-0,14;;9,04;1,16;9,58;0,13;0,87;0,05;10,25;4,52;;38,21;3,45;-0,13;1.417.511.376,00
TCDA;0,10;;-0,04;-0,04;0,06;;;;-0,05;-0,98;-0,93;;;0,09;-0,51;4,87;-98,39;-142,64;-209,14;-1,45;2,45;0,00;;;;-2,35;-2,31;0,00;5.802.830,00
TCEHY;63,57;;31,31;4,02;2,45;45,98;33,79;27,05;25,06;25,35;0,29;0,05;8,47;69,40;-3,14;1,19;12,84;7,84;11,23;0,61;0,39;0,29;30,58;41,31;;15,82;2,03;0,66;577.079.801.766,00
TCF;45,18;;32,41;1,21;0,14;90,04;0,00;9,33;;;;-0,04;3,02;-1,85;-0,57;0,91;3,74;0,45;;0,12;0,88;0,05;11,33;1,54;;37,27;1,39;-1,21;6.896.663.883,54
TCFC;27,10;;5,23;0,77;0,06;0,00;42,67;29,64;3,64;-7,64;-11,28;-2,40;1,55;;-0,06;;14,77;1,21;14,72;0,08;0,92;0,04;9,11;31,48;;35,07;5,18;0,39;153.638.030,00
TCFCP;26,44;;18,97;0,71;0,08;90,04;0,00;9,33;;;;-0,04;1,77;-1,08;-0,33;0,91;3,74;0,45;;0,12;0,88;0,05;11,33;1,54;;37,27;1,39;-0,71;6.896.663.883,54
TCMD;10,00;;14,37;1,13;0,83;74,57;8,24;5,52;9,63;6,61;-3,02;-0,36;0,79;1,87;-1,94;4,52;7,88;5,78;7,85;0,73;0,27;1,05;9,11;9,10;;8,84;0,70;-0,34;232.716.484,00
TCOM;61,63;0,49;-99,85;2,45;1,39;75,85;-8,18;-14,18;-173,13;-149,89;23,24;-0,33;14,16;37,53;-2,17;1,11;-2,45;-1,39;-1,46;0,57;0,43;0,10;7,36;18,35;;25,19;-0,62;0,55;40.340.401.848,00
TCON;0,03;;0,02;-0,03;0,01;100,00;390,59;162,34;0,01;-0,49;-0,50;;0,03;-0,03;-0,11;0,66;-168,18;70,20;-404,63;-0,42;1,42;0,43;32,05;;;-0,91;1,52;0,00;102.228,00
TCP;30,21;;7,53;;0,69;82,96;94,74;71,68;5,70;10,69;4,99;;5,40;-10,83;-0,76;0,60;;9,15;17,62;0,00;0,77;0,13;3,70;10,76;;0,00;4,01;-0,03;2.154.166.162,74
TCPC;7,76;17,64;-13,86;0,84;0,35;100,00;15,93;-25,77;22,42;56,61;34,19;1,28;3,57;;-0,35;;-6,05;-2,49;1,53;0,41;0,59;0,10;-0,82;;;9,19;-0,56;0,04;655.641.438,00
TCRR;1,48;;-0,36;0,57;0,38;;;;-0,36;0,32;0,68;-1,09;;0,62;-5,27;2,96;-160,96;-107,65;-160,96;0,67;0,33;0,00;;;;2,58;-4,15;-0,01;58.107.316,00
TCS;2,53;;-0,09;0,07;0,01;57,88;-13,09;-12,34;-0,08;-1,67;-1,58;1,25;0,01;0,14;-0,01;1,29;-74,26;-10,18;-36,37;0,14;0,86;0,82;-0,22;;;38,49;-28,58;0,00;8.731.789,00
TCX;20,52;;-2,29;-2,08;0,30;23,89;-10,05;-26,67;-6,07;-17,87;-11,80;;0,61;147,79;-0,41;1,01;-90,99;-13,28;-12,20;-0,15;1,15;0,50;1,45;;;-9,79;-8,91;0,47;225.233.127,00
TD;74,72;2,00;11,42;1,62;0,09;85,13;0,00;27,46;;;;-4,98;3,14;-1,90;-0,35;0,94;14,16;0,79;;0,06;0,94;0,03;14,14;-5,88;;46,29;6,55;-1,92;128.944.703.080,00
TDA;25,18;;-57,52;0,57;0,21;57,54;4,63;-1,03;12,78;34,44;16,57;0,73;0,59;4,03;-0,24;1,74;-0,98;-0,37;2,39;0,38;0,62;0,36;-0,83;;;44,46;-0,44;0,64;4.018.983.039,00
TDAC;10,28;;164,75;-37,88;1,28;;;;164,75;164,60;-0,15;;;2.447,93;-1,28;1,28;-22,99;0,77;-22,99;-0,03;0,04;0,00;;;;-0,27;0,06;-1,32;225.209.100,00
TDACU;10,35;;165,87;-38,14;1,28;;;;165,87;164,60;-0,15;;;2.464,59;-1,29;1,28;-22,99;0,77;-22,99;-0,03;0,04;0,00;;;;-0,27;0,06;-1,32;225.209.100,00
TDACW;0,23;;5,45;-1,25;0,04;;;;5,45;164,60;-0,15;;;80,96;-0,04;1,28;-22,99;0,77;-22,99;-0,03;0,04;0,00;;;;-0,27;0,06;-0,04;225.209.100,00
TDC;23,12;;16,10;14,06;1,27;60,01;12,80;8,10;10,19;11,16;0,97;1,34;1,30;-14,33;-2,31;0,84;87,34;7,88;22,52;0,09;0,91;0,97;-1,62;;;1,65;1,44;0,07;2.221.744.000,00
TDE;25,38;;-57,97;0,57;0,21;57,54;4,63;-1,03;12,88;34,44;16,57;0,73;0,60;4,07;-0,24;1,74;-0,98;-0,37;2,39;0,38;0,62;0,36;-0,83;;;44,46;-0,44;0,64;4.018.983.039,00
TDG;1.534,94;4,89;50,10;-15,19;3,93;59,47;46,07;20,51;22,30;28,15;5,85;;10,27;19,88;-5,56;3,09;-30,33;7,85;17,12;-0,26;1,26;0,38;8,74;14,01;;-100,97;30,62;1,16;86.164.824.768,00
TDI;25,27;3,70;-57,72;0,57;0,21;57,54;4,63;-1,03;12,83;34,44;16,57;0,73;0,59;4,05;-0,24;1,74;-0,98;-0,37;2,39;0,38;0,62;0,36;-0,83;;;44,46;-0,44;0,64;4.018.983.039,00
TDJ;25,25;;-57,68;0,57;0,21;57,54;4,63;-1,03;12,82;34,44;16,57;0,73;0,59;4,04;-0,24;1,74;-0,98;-0,37;2,39;0,38;0,62;0,36;-0,83;;;44,46;-0,44;0,64;4.018.983.039,00
TDOC;8,04;;-1,40;1,00;0,41;70,48;-39,24;-39,66;-1,42;-1,77;-0,35;0,25;0,56;2,19;-0,77;1,68;-70,94;-29,39;-34,18;0,41;0,59;0,74;35,95;;;8,13;-5,77;0,00;1.421.021.880,00
TDS;35,24;0,34;-80,38;0,79;0,30;57,54;4,63;-1,03;17,86;34,44;16,57;0,73;0,83;5,64;-0,34;1,74;-0,98;-0,37;2,39;0,38;0,62;0,36;-0,83;;;44,46;-0,44;0,89;4.018.983.039,00
TDW;48,21;;13,69;2,17;1,17;48,87;22,67;12,98;7,84;8,78;0,94;0,26;1,78;6,69;-1,76;2,07;15,83;8,53;13,98;0,54;0,46;0,66;22,57;;;22,51;3,56;0,43;2.413.453.914,00
TDW.WS.B;0,04;;0,01;0,00;0,00;48,87;22,67;12,98;0,01;8,78;0,94;0,26;0,00;0,01;0,00;2,07;15,83;8,53;13,98;0,54;0,46;0,66;22,57;;;22,51;3,56;0,00;2.413.453.914,00
TDY;517,97;;29,32;2,45;1,62;42,89;17,57;14,37;23,98;26,45;2,47;0,25;4,21;15,03;-2,02;2,19;8,36;5,51;6,93;0,66;0,34;0,38;14,34;19,67;;211,81;17,70;-11,40;24.314.353.584,00
TEAM;214,25;;-130,36;40,92;9,52;82,31;-2,19;-8,66;-515,04;-496,77;18,27;-1,45;11,29;71,42;-26,57;1,26;-31,39;-7,30;-16,96;0,23;0,77;0,84;29,21;;;5,21;-1,64;-0,79;56.016.112.662,00
TECH;52,00;0,61;62,09;4,05;3,09;65,75;14,79;10,89;45,74;46,80;1,06;0,09;6,76;17,85;-4,05;3,71;6,52;4,98;6,28;0,76;0,24;0,46;10,17;11,84;;12,87;0,84;-1,77;8.175.414.695,00
TECK;40,33;0,45;5,62;1,01;0,52;49,39;43,88;23,03;2,95;3,43;0,48;0,16;1,29;8,89;-0,62;1,65;17,92;9,31;18,60;0,52;0,48;0,40;-7,29;;;40,23;7,21;0,01;20.183.919.735,00
TEDU;1,10;;-0,36;-0,05;0,05;54,03;-3,12;-8,18;-0,95;4,16;5,11;;0,03;-0,04;-0,09;0,22;-14,33;-14,75;15,09;-1,03;2,03;1,80;5,68;;;-21,12;-3,03;0,01;11.837.760,00
TEF;5,28;2,98;9,84;0,89;0,25;46,28;30,17;6,72;2,19;4,21;2,02;0,82;0,66;-13,81;-0,32;0,92;9,00;2,56;17,79;0,29;0,71;0,38;-4,68;;;5,98;0,54;0,15;29.852.987.172,00
TEL;173,03;1,87;37,06;4,26;2,18;34,87;18,25;8,67;17,61;18,66;1,05;0,25;3,21;16,75;-3,53;1,51;11,50;5,88;8,15;0,51;0,48;0,68;3,33;11,61;;40,75;4,69;-0,62;51.519.023.445,00
TELA;2,01;;-1,85;4,43;1,04;66,93;-53,86;-61,00;-2,09;-2,05;0,04;-0,09;1,13;1,51;-10,70;4,22;-239,72;-56,24;-64,73;0,23;0,77;0,92;35,02;;;0,46;-1,10;-0,24;80.296.650,00
TELL;0,99;;-4,84;1,37;0,70;100,00;-76,60;-81,71;-5,17;-7,56;-2,40;0,64;3,96;-10,31;-0,74;0,46;-28,30;-14,42;-15,46;0,51;0,49;0,18;74,44;;;0,72;-0,20;0,00;884.821.905,00
TEN;20,74;7,25;0,00;352,73;168,17;44,14;27,11;17,29;0,00;-1,53;-1,54;-197.097,72;0,00;0,01;0,00;1,11;8.180.921,54;3.900.502,95;6.946.675,58;0,48;0,52;225.559,97;-45,96;;;0,06;4.798,69;0,00;623.340.044,00
TENB;34,90;;-94,69;11,08;2,51;77,99;0,58;-4,86;795,25;775,74;-19,51;-0,27;4,60;135,11;-4,48;1,04;-11,71;-2,65;-1,90;0,23;0,77;0,55;20,48;;;3,14;-0,37;2,82;4.246.653.532,00
TENX;5,75;;-0,99;0,22;0,21;;;;-0,99;3,62;4,61;-1,02;;0,22;;40,48;-22,15;-21,61;-22,14;0,98;0,02;0,00;;;;26,34;-5,84;-0,01;23.853.875,00
TEO;8,72;;0,00;0,59;0,32;95,53;-7,08;63,19;-0,03;-0,05;-0,01;0,29;0,00;-3,05;-0,33;0,33;17.579,18;9.341,08;-6.823,97;0,53;0,47;147,83;-6,60;-3,47;;14,71;2.585,44;0,00;3.760.339.248,00
TER;91,80;0,52;25,60;5,28;3,99;59,36;24,64;19,86;20,63;19,92;-0,71;-0,18;5,08;13,35;-7,58;2,70;20,63;15,57;23,26;0,75;0,25;0,78;4,21;3,02;;17,44;3,60;3,43;14.774.709.630,00
TESS;8,99;;-19,13;1,14;0,36;20,15;-0,47;-0,96;-39,34;-72,23;-32,89;0,95;0,18;1,02;-1,22;1,98;-5,95;-1,87;-1,48;0,31;0,69;1,94;-4,87;;;7,90;-0,47;-0,31;83.154.803,00
TEVA;17,01;;-15,19;3,12;0,51;49,17;2,61;-7,74;45,11;79,64;34,54;2,39;1,18;52,64;-0,73;1,03;-20,54;-3,35;-1,61;0,16;0,84;0,43;-0,41;;;5,46;-1,12;-0,07;19.530.663.061,00
TEX;49,49;1,03;13,14;1,76;0,56;19,77;8,18;4,88;7,84;13,36;5,53;1,24;0,64;2,53;-0,95;2,11;13,39;4,23;8,22;0,32;0,68;0,87;3,33;43,84;;28,11;3,77;-0,16;3.244.576.000,00
TFC;45,39;3,42;13,16;0,92;0,11;0,00;10,80;18,89;23,03;-31,82;-54,85;-2,20;2,49;;-0,11;;7,02;0,85;2,35;0,12;0,88;0,04;10,59;8,47;;49,36;3,46;-0,03;59.688.787.620,00
TFFP;0,06;;-0,01;0,00;0,00;100,00;-1.596,64;-1.596,64;-0,01;140,74;140,76;-0,83;0,23;0,00;0,00;0,89;-0,59;-0,26;-0,59;0,44;0,56;0,00;;;;706,05;-4,17;0,00;266.580,00
TFII;92,49;1,40;8,85;3,36;1,42;48,13;13,49;9,82;6,44;7,38;0,94;0,49;0,87;26,86;-1,89;1,27;37,95;16,06;26,88;0,42;0,58;1,64;-70,72;-71,72;;27,72;10,52;0,14;7.813.575.990,00
TFSL;13,37;8,45;46,04;1,98;0,22;0,00;33,91;10,57;14,35;27,21;12,87;1,78;4,87;;-0,22;;4,30;0,48;3,71;0,11;0,89;0,05;8,59;-0,16;;6,75;0,29;11,88;3.757.597.722,00
TFX;118,70;0,85;35,32;1,29;0,74;55,68;9,35;4,96;18,75;24,52;5,77;0,40;1,75;6,11;-0,94;2,28;3,65;2,09;3,68;0,57;0,43;0,42;3,26;-31,48;;92,67;3,38;-0,35;5.276.608.490,00
TG;9,24;;-5,59;1,69;0,86;15,47;0,26;-9,33;197,78;230,22;32,44;0,28;0,52;5,58;-1,52;1,56;-30,18;-15,43;-0,14;0,51;0,49;1,65;-9,26;;;5,50;-1,66;0,13;322.973.696,00
TGA;3,72;;2,72;1,24;0,84;68,00;34,29;49,12;3,90;3,76;-0,14;-0,05;1,34;4,51;-1,32;2,06;45,49;30,95;17,62;0,68;0,32;0,63;21,51;;;3,00;1,37;-0,01;272.709.852,00
TGH;49,98;;6,88;1,04;0,27;94,66;54,37;34,16;4,32;14,81;10,49;2,52;2,35;23,39;-0,29;1,20;15,10;3,86;6,50;0,26;0,74;0,11;9,23;74,06;;48,10;7,26;0,30;2.067.962.484,00
TGI;25,86;;49,17;-26,29;1,24;31,55;10,23;3,24;15,57;20,96;5,39;;1,59;4,15;-2,69;2,22;-53,47;2,51;13,78;-0,05;1,05;0,78;-15,33;;;-0,98;0,53;-0,49;2.009.712.486,00
TGLS;77,58;0,53;21,04;5,34;3,21;43,79;27,26;18,89;14,58;14,38;-0,20;-0,07;3,97;11,88;-7,29;1,93;25,36;15,27;22,72;0,60;0,40;0,81;15,62;45,74;;14,58;3,70;-0,21;3.656.175.185,00
TGNA;17,09;2,19;5,86;0,90;0,38;42,42;24,92;15,29;3,59;6,68;3,09;0,78;0,90;6,98;-0,46;1,40;15,43;6,42;10,41;0,42;0,58;0,42;6,17;15,95;;18,91;2,92;-0,35;2.746.779.996,00
TGP;16,98;;7,89;0,79;0,31;71,58;44,68;30,97;5,47;13,40;7,93;1,15;2,44;-4,19;-0,32;0,37;10,04;3,90;6,40;0,39;0,61;0,13;8,23;-1,78;;21,43;2,15;0,09;1.477.356.786,00
TGS;26,78;;15,39;2,64;1,68;46,82;36,62;24,62;10,35;11,20;0,85;0,22;3,79;13,44;-2,06;3,23;17,18;10,93;12,81;0,64;0,36;0,44;-26,85;-21,39;;10,12;1,74;-0,32;4.030.282.394,00
TGT;101,74;3,30;25,76;3.158,50;801,86;28,21;5,22;1.687,49;8.322,42;8.324,14;1,71;0,65;434,68;-34.440,60;-1.208,99;0,94;12.261,66;3.112,91;-4.019,45;0,25;0,75;1,84;8,46;-0,94;;0,03;3,96;-0,74;46.322.603.505,00
TGTX;36,10;;147,44;24,33;8,79;87,43;18,18;10,13;82,18;81,74;-0,45;-0,13;14,94;11,92;-473,96;4,02;16,50;5,96;14,03;0,36;0,64;0,59;364,59;;;1,49;0,25;-29,67;5.772.331.800,00
TH;7,53;;16,89;1,81;1,33;42,08;21,43;12,71;10,02;10,16;0,14;0,03;2,15;15,29;-1,62;1,97;10,70;7,90;13,23;0,74;0,26;0,62;3,77;62,78;;4,18;0,45;-0,17;750.203.485,00
THBR;10,87;;10,07;-5,25;1,07;;;;10,10;10,10;0,00;;;-6,31;-1,07;0,00;-52,08;10,64;-51,94;-0,20;0,20;0,00;;;;-2,07;1,08;;375.015.010,87
THBRU;11,75;;10,89;-5,67;1,16;;;;10,92;10,10;0,00;;;-6,82;-1,16;0,00;-52,08;10,64;-51,94;-0,20;0,20;0,00;;;;-2,07;1,08;;375.015.010,87
THBRW;2,46;;2,28;-1,19;0,24;;;;2,29;10,10;0,00;;;-1,43;-0,24;0,00;-52,08;10,64;-51,94;-0,20;0,20;0,00;;;;-2,07;1,08;;375.015.010,87
THC;171,47;;10,97;3,82;0,55;82,33;18,23;7,09;4,27;6,99;2,72;2,43;0,78;4,61;-0,75;1,78;34,80;4,98;18,24;0,14;0,76;0,70;2,26;;;45,01;15,66;-0,25;15.967.860.350,00
THCA;10,47;;336,30;-22,54;2,81;;;;339,26;338,51;-0,76;;;-24,08;-2,83;0,06;-6,70;0,83;-6,58;-0,12;0,13;0,00;;;;-0,46;0,03;-4,88;77.013.132,00
THCAU;10,57;;339,51;-22,75;2,83;;;;342,51;338,51;-0,76;;;-24,31;-2,85;0,06;-6,70;0,83;-6,58;-0,12;0,13;0,00;;;;-0,46;0,03;-4,92;77.013.132,00
THCB;10,00;;-83,70;-79,33;1,26;;;;-81,28;-81,27;0,01;;;-403,99;-1,26;0,07;-94,79;-1,50;100,40;-0,02;0,02;0,00;;;;-0,13;-0,12;0,45;354.705.000,00
THCBU;12,53;;-104,87;-99,41;1,57;;;;-101,84;-81,27;0,01;;;-506,20;-1,57;0,07;-94,79;-1,50;100,40;-0,02;0,02;0,00;;;;-0,13;-0,12;0,56;354.705.000,00
THCBW;3,03;;-25,36;-24,04;0,38;;;;-24,63;-81,27;0,01;;;-122,41;-0,38;0,07;-94,79;-1,50;100,40;-0,02;0,02;0,00;;;;-0,13;-0,12;0,14;354.705.000,00
THFF;57,00;2,58;12,32;1,18;0,12;0,00;23,77;16,99;8,81;-4,57;-13,37;-1,79;2,09;;-0,12;;9,57;0,99;7,62;0,10;0,90;0,06;10,39;-0,66;;48,26;4,62;-0,12;674.417.646,00
THG;163,27;1,62;13,39;1,93;0,38;39,94;9,33;6,98;10,01;10,99;0,98;0,19;0,93;;-0,38;;14,41;2,84;11,99;0,20;0,80;0,41;4,98;0,04;;84,76;12,21;0,08;5.872.315.050,00
THO;91,47;0,55;21,84;1,15;0,68;14,30;3,51;2,32;14,46;16,16;1,71;0,14;0,51;4,12;-1,12;1,71;5,28;3,11;5,24;0,59;0,41;1,34;5,01;14,76;;79,39;4,19;-1,36;4.867.065.328,00
THR;29,00;;17,95;1,94;1,27;44,74;16,15;10,74;11,94;13,17;1,23;0,20;1,93;5,94;-2,00;2,43;10,80;7,08;10,07;0,66;0,34;0,66;5,37;34,99;;14,97;1,62;4,81;960.564.961,00
THRM;30,36;;13,77;1,41;0,72;25,62;6,84;4,61;9,28;9,99;0,71;0,11;0,63;2,51;-1,66;2,02;10,25;5,22;9,61;0,51;0,49;1,13;6,98;-0,75;;21,41;2,19;0,05;932.583.156,00
THRY;12,57;;-6,05;2,89;0,79;65,15;-6,45;-11,95;-11,20;-16,98;-5,78;1,49;0,72;41,99;-1,11;1,07;-47,74;-13,11;-10,13;0,27;0,73;1,10;-10,33;;;4,42;-2,11;0,09;558.099.432,00
THS;20,60;;154,10;0,69;0,27;16,59;2,16;0,20;14,57;34,13;19,56;0,93;0,32;11,05;-0,33;1,14;0,45;0,17;2,38;0,39;0,61;0,85;-4,80;;;30,08;0,13;-2,08;1.047.875.000,00
THTX;3,15;;-2,94;-8,02;1,51;65,39;-54,61;-63,59;-3,43;-3,46;-0,03;;1,87;42,89;-8,05;1,05;-272,48;-51,34;-216,17;-0,19;1,19;0,81;6,32;;;-0,39;-1,07;-0,04;144.837.000,00
TIG;6,16;;-0,20;1,00;0,20;25,24;-52,81;-0,93;0,00;-0,01;0,00;0,83;0,00;;-0,20;;-490,18;-97,61;-13.322,69;0,20;0,80;104,75;;;;6,15;-30,14;0,00;315.627.312,00
TIGO;38,75;1,93;8,48;1,81;0,46;73,01;15,92;13,44;7,16;13,57;6,41;1,62;1,14;117,67;-0,53;1,03;21,31;5,39;5,97;0,25;0,75;0,40;6,01;12,46;;21,45;4,57;-0,01;6.471.757.642,00
TIGR;9,34;;198,28;3,78;0,47;89,20;1,31;3,66;551,70;-31,00;-582,70;-4,00;7,25;3,04;-30,16;1,19;1,91;0,24;0,14;0,13;0,87;0,07;41,33;;;2,48;0,05;-5,72;1.660.612.460,00
TILE;21,82;0,18;14,98;2,50;1,08;36,54;10,04;6,48;9,67;11,21;1,54;0,40;0,97;3,48;-2,10;2,76;16,72;7,20;13,11;0,43;0,57;1,11;2,21;11,59;;8,75;1,46;-0,15;1.284.746.544,00
TIMB;20,60;2,82;19,78;1,94;0,90;52,36;20,03;13,59;13,42;16,98;3,56;0,51;2,69;-52,95;-1,08;0,90;9,81;4,57;8,60;0,47;0,53;0,34;-1,33;-11,07;;10,65;1,04;1,54;9.985.103.065,00
TIPT;23,92;2,04;18,02;1,90;0,15;27,21;8,78;2,45;5,02;7,41;2,39;0,91;0,44;;-0,15;;10,54;0,86;8,95;0,08;0,92;0,35;24,29;21,54;;12,63;1,33;0,17;900.302.970,00
TISI;18,90;;-1,71;-3,34;0,17;26,04;-0,03;-5,97;-397,40;-1.942,45;-1.545,05;;0,10;0,62;-0,39;1,91;-195,59;-9,86;-1,11;-0,05;1,05;1,65;-6,03;;;-5,78;-11,30;0,07;86.632.752,00
TITN;21,17;;-8,20;0,81;0,27;13,67;-1,08;-2,23;-17,02;-50,38;-33,36;1,58;0,18;1,54;-0,93;1,33;-9,84;-3,31;-3,10;0,34;0,66;1,48;15,67;;;26,23;-2,58;0,05;488.470.136,00
TJX;125,55;0,90;34,01;20,45;4,60;29,00;10,45;7,85;25,55;25,29;-0,26;-0,21;2,67;64,52;-8,45;1,19;60,13;13,54;42,45;0,23;0,77;1,72;6,84;6,05;;6,12;3,68;1,63;139.742.010.056,00
TK;7,91;12,74;-46,41;0,59;0,33;2,48;-18,07;-2,12;-5,45;-6,94;-1,50;0,16;0,98;1,93;-0,48;2,35;-1,27;-0,72;-7,67;0,57;0,43;0,34;-8,90;;;13,32;-0,17;0,98;655.785.075,00
TKC;6,10;3,63;11,58;3,50;0,99;28,68;23,06;12,58;6,32;6,93;0,61;0,34;1,46;5,10;-1,81;1,74;30,23;8,52;21,79;0,28;0,72;0,68;106,66;110,35;;1,74;0,53;-0,47;5.315.629.060,00
